TXNID,UserID,FSA,Order Time,Market,Type,Side,Size,Price,Subtotal,Fees,Status
638,94,J5R,2021-02-12 23:54:33.696052Z,VET-BTC,limit,buy,9090.00000000 / 9090.00000000,0.00000117,0.0106353,0.00001595,filled
639,234,L7E,2021-02-12 23:09:48.770599Z,HBAR-CAD,market,buy,560.00000000 / 560.00000000,0.17665465,100.0940208,0.14838991,filled
640,71,V4W,2021-02-12 22:51:27.930627Z,ETH-CAD,limit,buy,1.10307363 / 1.10307363,2263,2525.712408,3.7443819,filled
641,71,V4W,2021-02-12 22:50:02.959460Z,BTC-CAD,limit,buy,0.02515710 / 0.02515710,59536,1515.427773,2.24662962,filled
642,140,V6K,2021-02-12 22:37:33.843316Z,EOS-CAD,market,buy,33.00000000 / 33.00000000,6.08348447,202.9187382,0.3043781,filled
643,140,V6K,2021-02-12 22:17:24.438560Z,SC-CAD,market,buy,10000.00000000 / 10000.00000000,0.01642,165.9574,0.2489361,filled
644,140,V6K,2021-02-12 22:10:55.122855Z,BAT-CAD,market,buy,225.00000000 / 225.00000000,0.80486,183.002715,0.27450407,filled
645,134,m1w,2021-02-12 21:57:12.092727Z,BTC-CAD,market,buy,0.01200000 / 0.01200000,60935.135,738.8726638,1.10830899,filled
646,1,L0K,2021-02-12 21:52:20.638158Z,ALGO-BTC,limit,buy,1517.94199853 / 1517.94199853,0.00003289,0.04992511,0.00007488,filled
647,172,V5S,2021-02-12 21:37:25.238041Z,ADA-CAD,market,buy,43.00000000 / 43.00000000,1.17258,50.95290375,0.07642935,filled
648,172,V5S,2021-02-12 21:36:39.357242Z,LINK-CAD,market,buy,49.00000000 / 49.00000000,38.84529428,1923.335616,2.88500342,filled
649,134,m1w,2021-02-12 21:35:51.603339Z,ADA-CAD,market,buy,1000.00000000 / 1000.00000000,1.17028,1183.560847,1.77534127,filled
650,172,V5S,2021-02-12 21:34:26.925848Z,ADA-CAD,market,buy,1707.00000000 / 1707.00000000,1.17027,2018.428779,3.02764316,filled
651,134,m1w,2021-02-12 21:34:19.829542Z,ALGO-CAD,market,buy,500.00000000 / 500.00000000,2.10692,1064.402154,1.59660323,filled
652,136,V7A,2021-02-12 21:17:41.856757Z,ADA-CAD,market,buy,431.28820400 / 431.28820400,1.16169,507.4685052,0.76120275,filled
653,124,L5j,2021-02-12 21:06:30.846294Z,HBAR-CAD,limit,buy,2012.00000000 / 2012.00000000,0.174412,355.3704844,0.53305572,filled
654,24,T3K,2021-02-12 20:56:09.176737Z,LINK-ETH,limit,buy,121.59209215 / 121.59209215,0.01644517,1.99960261,0.00299939,filled
655,139,V6J,2021-02-12 20:38:22.600515Z,HBAR-CAD,market,buy,22500.00000000 / 22500.00000000,0.17658887,3985.834451,5.97875167,filled
656,197,N8Y,2021-02-12 20:30:24.033844Z,ALGO-CAD,market,buy,18.00000000 / 18.00000000,2.12145,38.70090712,0.05805136,filled
657,19,L5J,2021-02-12 20:28:44.434878Z,HBAR-CAD,limit,buy,2000.00000000 / 2000.00000000,0.173,345.9999789,0,filled
658,18,V2Z,2021-02-12 19:49:02.697864Z,HBAR-CAD,limit,buy,750.00000000 / 750.00000000,0.1755315,133.3608991,0.20004134,filled
659,18,V2Z,2021-02-12 19:46:59.894377Z,HBAR-CAD,limit,buy,27500.00000000 / 27500.00000000,0.17450349,4861.639941,7.2924599,filled
660,229,N4S,2021-02-12 19:23:25.170650Z,VET-USDT,limit,buy,3100.00000000 / 3100.00000000,0.061,186,0.279,filled
661,222,V6M,2021-02-12 18:09:29.160269Z,BTC-CAD,limit,buy,0.04550000 / 0.04550000,60660,2794.187674,4.19128151,filled
662,222,V6M,2021-02-12 18:06:52.543270Z,LINK-CAD,limit,buy,9.00000000 / 9.00000000,38.7,352.4977433,0.52874661,filled
663,222,V6M,2021-02-12 18:05:35.614331Z,ADA-CAD,limit,buy,90.00000000 / 90.00000000,1.182,107.6623332,0.16149349,filled
664,211,L5N,2021-02-12 18:02:18.037343Z,HBAR-CAD,market,buy,1150.00000000 / 1150.00000000,0.17020811,198.1154811,0.29717322,filled
665,88,V4N,2021-02-12 17:54:35.153771Z,BTC-CAD,market,buy,0.00160000 / 0.00160000,60559.21,98.08671722,0.14713007,filled
666,178,L5J,2021-02-12 17:51:03.434305Z,HBAR-CAD,market,buy,300.00000000 / 300.00000000,0.17093309,51.90647189,0.0778597,filled
667,178,L5J,2021-02-12 17:50:33.836898Z,HBAR-CAD,market,buy,17000.00000000 / 17000.00000000,0.17093361,2941.146848,4.41172027,filled
668,113,V3K,2021-02-12 17:38:01.388840Z,LTC-CAD,market,buy,0.45000000 / 0.45000000,241.305,109.8708331,0.16480624,filled
669,113,V3K,2021-02-12 17:33:58.277506Z,BTC-CAD,market,buy,0.00660000 / 0.00660000,60496.708,403.9497064,0.60592455,filled
670,248,L6H,2021-02-12 17:12:02.593101Z,ADA-BTC,market,buy,105.00000000 / 105.00000000,0.00001933,0.00202965,0.00000304,filled
671,248,L6H,2021-02-12 17:02:34.402018Z,BTC-CAD,market,buy,0.00030000 / 0.00030000,60391.549,18.34480738,0.02751721,filled
672,248,L6H,2021-02-12 17:01:21.129538Z,BTC-CAD,market,buy,0.00050000 / 0.00050000,60306.705,30.53127985,0.04579691,filled
673,248,L6H,2021-02-12 16:59:01.153160Z,VET-BTC,market,buy,10000.00000000 / 10000.00000000,0.00000103,0.0103,0.00001545,filled
674,248,L6H,2021-02-12 16:55:10.468222Z,XLM-BTC,market,buy,2000.00000000 / 2000.00000000,0.00001021,0.02042,0.00003063,filled
675,248,L6H,2021-02-12 16:53:09.184843Z,BTC-CAD,market,buy,0.03200000 / 0.03200000,60404.043,1956.851045,2.93527656,filled
676,250,L9T,2021-02-12 16:28:55.887738Z,HBAR-CAD,limit,buy,700.00000000 / 700.00000000,0.1669,116.8299953,0,filled
677,229,N4S,2021-02-12 16:22:48.079620Z,USDT-CAD,limit,buy,193.00000000 / 193.00000000,1.27,248.3357692,0.37250365,filled
678,215,V3K,2021-02-12 15:07:00.164991Z,ADA-CAD,limit,buy,75.00000000 / 75.00000000,1.159,88.233204,0.1323498,filled
679,135,N6K,2021-02-12 15:05:38.856762Z,HBAR-CAD,market,buy,525.00000000 / 525.00000000,0.16541666,88.15810942,0.13223716,filled
680,85,T3J,2021-02-12 14:43:15.798470Z,HBAR-CAD,limit,buy,22.18844985 / 22.18844985,0.1645,3.69545947,0,filled
681,85,T3J,2021-02-12 14:41:44.661347Z,HBAR-CAD,limit,buy,1264.43768997 / 1264.43768997,0.1645,210.4988055,0,filled
682,85,T3J,2021-02-12 14:33:48.722125Z,HBAR-CAD,limit,buy,4058.82352941 / 4058.82352941,0.16829,691.7820256,0,filled
683,234,L7E,2021-02-12 14:27:42.441488Z,HBAR-CAD,market,buy,580.00000000 / 580.00000000,0.17055444,100.6448589,0.15096728,filled
684,2,M4G,2021-02-12 14:16:27.180851Z,HBAR-CAD,market,buy,14400.00000000 / 14400.00000000,0.17214001,2521.607742,3.78241161,filled
685,131,M1E,2021-02-12 14:12:41.567435Z,HBAR-CAD,market,buy,5400.00000000 / 5400.00000000,0.17175557,943.4182069,1.41512731,filled
686,118,T5T,2021-02-12 13:11:46.089002Z,HBAR-CAD,market,buy,578.00000000 / 578.00000000,0.17021843,99.89858009,0.14984787,filled
687,203,T2N,2021-02-12 12:17:36.793536Z,USDT-CAD,market,buy,1950.00000000 / 1950.00000000,1.27068,2518.080896,3.77712134,filled
688,110,V3G,2021-02-12 10:50:13.716406Z,HBAR-CAD,limit,buy,225.00000000 / 225.00000000,0.172,39.31927265,0.0589789,filled
689,110,V3G,2021-02-12 10:48:55.399167Z,HBAR-CAD,limit,buy,5500.00000000 / 5500.00000000,0.172,961.2123464,1.44181851,filled
690,215,V3K,2021-02-12 09:33:44.146760Z,LTC-CAD,limit,buy,0.75000000 / 0.75000000,230,175.3960874,0.26309413,filled
691,215,V3K,2021-02-12 09:33:27.933435Z,LTC-CAD,limit,buy,0.75000000 / 0.75000000,231,176.1447615,0.26421714,filled
692,51,T3M,2021-02-12 06:42:11.093332Z,DGB-CAD,limit,buy,3000.00000000 / 3000.00000000,0.0725,220.7032499,0.33105484,filled
693,51,T3M,2021-02-12 06:11:05.033563Z,DGB-CAD,limit,buy,1500.00000000 / 1500.00000000,0.069,104.9917365,0.1574876,filled
694,58,V0R,2021-02-12 05:42:00.957833Z,VET-BTC,market,buy,100000.00000000 / 100000.00000000,0.00000094,0.094,0.000141,filled
695,225,T2E,2021-02-12 05:40:17.568973Z,BTC-CAD,market,buy,0.00245000 / 0.00245000,60130.269,149.457458,0.22418618,filled
696,225,T2E,2021-02-12 05:39:45.068491Z,ETH-CAD,market,sell,0.06700000 / 0.06700000,2235.904,148.4476278,0.22267144,filled
697,58,V0R,2021-02-12 05:19:22.984774Z,XLM-BTC,market,sell,9870.00000000 / 9870.00000000,0.00000956,0.09435719,0.00014153,filled
698,233,V3J,2021-02-12 04:46:12.863207Z,DOGE-USDT,limit,buy,2481.07692308 / 2481.07692308,0.065,161.27,0,filled
699,8,M6E,2021-02-12 04:44:54.010292Z,ADA-CAD,limit,buy,155.00000000 / 155.00000000,1.14174,179.5923,0.26938845,filled
700,8,M6E,2021-02-12 04:31:03.299080Z,HBAR-CAD,limit,buy,5000.00000000 / 5000.00000000,0.161,816.9296474,1.22539447,filled
701,58,V0R,2021-02-12 03:53:37.669356Z,VET-BTC,market,buy,1000.00000000 / 1000.00000000,0.00000096,0.00096,0.00000144,filled
702,158,L5G,2021-02-12 03:40:18.255548Z,HBAR-CAD,market,buy,40.00000000 / 40.00000000,0.16904336,6.86247285,0.0102937,filled
703,158,L5G,2021-02-12 03:39:25.973910Z,HBAR-CAD,market,buy,10.00000000 / 10.00000000,0.1686127,1.71111462,0.00256667,filled
704,158,L5G,2021-02-12 03:38:21.185563Z,HBAR-CAD,market,buy,40.00000000 / 40.00000000,0.16819941,6.82821093,0.01024231,filled
705,158,L5G,2021-02-12 03:37:45.881339Z,HBAR-CAD,market,buy,80.00000000 / 80.00000000,0.16819971,13.65538794,0.02048308,filled
706,58,V0R,2021-02-12 03:37:16.460076Z,XLM-BTC,market,sell,100.00000000 / 100.00000000,0.00000967,0.000967,0.00000145,filled
707,158,L5G,2021-02-12 03:37:07.019860Z,HBAR-CAD,market,buy,40.00000000 / 40.00000000,0.16820019,6.82824337,0.01024236,filled
708,158,L5G,2021-02-12 03:36:25.946662Z,HBAR-CAD,market,buy,30.00000000 / 30.00000000,0.1682007,5.12119759,0.00768179,filled
709,158,L5G,2021-02-12 03:35:04.035158Z,HBAR-CAD,market,buy,20.00000000 / 20.00000000,0.16820166,3.41415181,0.00512122,filled
710,158,L5G,2021-02-12 03:31:09.936366Z,HBAR-CAD,market,buy,180.00000000 / 180.00000000,0.16849517,30.78337245,0.04617505,filled
711,158,L5G,2021-02-12 03:31:00.909137Z,HBAR-CAD,market,buy,180.00000000 / 180.00000000,0.16849524,30.7809956,0.04617149,filled
712,158,L5G,2021-02-12 03:30:51.650827Z,HBAR-CAD,market,buy,180.00000000 / 180.00000000,0.16849531,30.7810095,0.04617151,filled
713,158,L5G,2021-02-12 03:30:47.084657Z,HBAR-CAD,market,buy,180.00000000 / 180.00000000,0.16849533,30.78101182,0.04617151,filled
714,158,L5G,2021-02-12 03:30:37.832540Z,HBAR-CAD,market,buy,180.00000000 / 180.00000000,0.16849536,30.78101646,0.04617152,filled
715,116,V9C,2021-02-12 03:11:46.974486Z,HBAR-CAD,market,buy,18000.00000000 / 18000.00000000,0.1685827,3079.697477,4.61954621,filled
716,139,V6J,2021-02-12 03:00:56.991676Z,HBAR-CAD,market,buy,34000.00000000 / 34000.00000000,0.17101405,5902.478773,8.85371815,filled
717,126,V3N,2021-02-12 02:52:44.321669Z,BTC-CAD,limit,buy,0.02115563 / 0.02115563,59000,1263.137515,0,filled
718,126,V3N,2021-02-12 02:47:19.674519Z,BTC-CAD,limit,sell,0.02115563 / 0.02115563,60800.284,1279.88668,0,filled
719,52,N0R,2021-02-12 02:15:56.682688Z,HBAR-CAD,limit,buy,1400.00000000 / 1400.00000000,0.17334362,246.2583325,0.36938749,filled
720,158,L5G,2021-02-12 02:15:46.921542Z,HBAR-CAD,market,buy,10.00000000 / 10.00000000,0.1733436,1.75898821,0.00263848,filled
721,158,L5G,2021-02-12 02:15:04.799794Z,HBAR-CAD,market,buy,180.00000000 / 180.00000000,0.17276255,31.55075103,0.04732612,filled
722,158,L5G,2021-02-12 02:13:59.935516Z,HBAR-CAD,market,buy,2650.00000000 / 2650.00000000,0.17407381,466.5170612,0.69977559,filled
723,102,k0a,2021-02-12 02:10:45.230962Z,HBAR-CAD,limit,buy,124.30000000 / 124.30000000,0.17389749,21.91951547,0.03287927,filled
724,148,L5E,2021-02-12 02:10:33.895382Z,HBAR-CAD,market,buy,45.00000000 / 45.00000000,0.17389749,7.94073856,0.0119111,filled
725,148,L5E,2021-02-12 02:09:38.086602Z,HBAR-CAD,market,buy,1160.00000000 / 1160.00000000,0.17349215,204.2333142,0.30634997,filled
726,148,L5E,2021-02-12 02:09:02.874908Z,HBAR-CAD,market,buy,13000.00000000 / 13000.00000000,0.17318853,2284.816317,3.42722447,filled
727,102,k0a,2021-02-12 02:08:00.596523Z,ALGO-CAD,limit,sell,14.12548500 / 14.12548500,1.57218,22.01221706,0.03301832,filled
728,148,L5E,2021-02-12 02:07:26.462706Z,HBAR-CAD,market,buy,115.00000000 / 115.00000000,0.17357115,20.31005516,0.03046508,filled
729,148,L5E,2021-02-12 02:06:16.272822Z,HBAR-CAD,market,buy,2700.00000000 / 2700.00000000,0.1743675,477.8433979,0.71676509,filled
730,91,L3R,2021-02-12 02:05:29.074866Z,LINK-CAD,limit,buy,1.42856354 / 1.42856354,34.9477717,50.66497694,0.07599746,filled
731,91,L3R,2021-02-12 02:04:10.054470Z,ADA-CAD,limit,buy,86.19518367 / 86.19518367,1.15842,101.3132852,0.15196992,filled
732,91,L3R,2021-02-12 02:03:03.936688Z,ETH-CAD,limit,buy,0.04406422 / 0.04406422,2266.016,101.3299201,0.15199488,filled
733,91,L3R,2021-02-12 01:56:11.876797Z,BTC-CAD,limit,buy,0.00650723 / 0.00650723,61378.014,405.2253111,0.60783796,filled
734,73,J0E,2021-02-12 01:48:40.117877Z,HBAR-BTC,market,buy,455.00000000 / 455.00000000,0.00000285,0.00129674,0.00000194,filled
735,38,L5G,2021-02-12 01:19:39.441490Z,HBAR-CAD,market,buy,7900.00000000 / 7900.00000000,0.17381981,1391.469699,2.08720454,filled
736,38,L5G,2021-02-12 01:08:01.480749Z,HBAR-CAD,market,buy,1700.00000000 / 1700.00000000,0.17560346,302.4792585,0.45371888,filled
737,1,L0K,2021-02-12 01:01:37.401234Z,IOTA-BTC,limit,buy,1416.31524345 / 1416.31524345,0.0000282,0.03994008,0.00005991,filled
738,73,J0E,2021-02-12 01:00:12.247556Z,HBAR-CAD,market,buy,650.00000000 / 650.00000000,0.175982,115.6622885,0.17349343,filled
739,38,L5G,2021-02-12 00:52:08.559487Z,HBAR-CAD,market,buy,1900.00000000 / 1900.00000000,0.17638197,339.6694633,0.50950419,filled
740,205,T9E,2021-02-12 00:40:02.304336Z,TRX-CAD,limit,buy,9676.20733848 / 9676.20733848,0.07275,713.2387583,1.06985813,filled
741,205,T9E,2021-02-12 00:31:21.537273Z,TRX-CAD,limit,sell,10164.00000000 / 10164.00000000,0.07126,718.5679243,1.07785188,filled
742,140,V6K,2021-02-12 00:29:00.040601Z,TRX-CAD,limit,buy,2500.00000000 / 2500.00000000,0.068,172.4982,0.2587473,filled
743,140,V6K,2021-02-12 00:22:51.061112Z,SC-CAD,market,buy,10000.00000000 / 10000.00000000,0.01453,147.29538,0.22094306,filled
744,140,V6K,2021-02-12 00:15:11.339503Z,LINK-CAD,market,buy,20.00000000 / 20.00000000,35.11198016,711.3732573,1.06705988,filled
745,140,V6K,2021-02-12 00:14:08.869980Z,BAT-CAD,market,buy,275.00000000 / 275.00000000,0.74979,208.9075208,0.31336128,filled
746,205,T9E,2021-02-11 23:50:49.603353Z,TRX-CAD,limit,buy,1300.00000000 / 1300.00000000,0.0758,96.2691912,0.14440378,filled
747,71,V4W,2021-02-11 23:44:00.723999Z,ETH-CAD,limit,buy,0.88187631 / 0.88187631,2264.495,2023.562065,3.03534309,filled
748,71,V4W,2021-02-11 23:43:19.506781Z,BTC-CAD,limit,buy,0.00192010 / 0.00192010,520026,118.1400651,0.17721009,filled
749,135,N6K,2021-02-11 23:39:39.415648Z,ADA-CAD,market,buy,200.00000000 / 200.00000000,1.18251,239.653194,0.35947979,filled
750,1,L0K,2021-02-11 23:38:13.635528Z,IOTA-BTC,limit,buy,648.92863187 / 648.92863187,0.00003062,0.01987019,0.0000298,filled
751,1,L0K,2021-02-11 23:34:09.963846Z,HBAR-BTC,limit,buy,17766.94389021 / 17766.94389021,0.00000281,0.04992511,0.00007488,filled
752,17,V8W,2021-02-11 23:33:43.808712Z,HBAR-CAD,market,buy,80.00000000 / 80.00000000,0.17860918,14.48021161,0.02172031,filled
753,17,V8W,2021-02-11 23:30:50.160406Z,HBAR-CAD,market,buy,200.00000000 / 200.00000000,0.17987327,36.45667711,0.05468501,filled
754,17,V8W,2021-02-11 23:29:42.692625Z,HBAR-CAD,market,buy,8600.00000000 / 8600.00000000,0.17913634,1561.338574,2.34200786,filled
755,104,L5A,2021-02-11 23:12:18.799743Z,HBAR-CAD,market,buy,150.00000000 / 150.00000000,0.17599065,26.7523538,0.04012853,filled
756,104,L5A,2021-02-11 23:11:56.714158Z,HBAR-CAD,market,buy,2700.00000000 / 2700.00000000,0.17543124,480.0117434,0.72001761,filled
757,104,L5A,2021-02-11 23:11:25.990005Z,HBAR-CAD,market,buy,14000.00000000 / 14000.00000000,0.17523833,2486.21298,3.72931947,filled
758,134,m1w,2021-02-11 23:05:30.637940Z,BAT-CAD,market,buy,120.00000000 / 120.00000000,0.77449,94.1772726,0.1412659,filled
759,32,L0L,2021-02-11 22:55:00.489259Z,ETH-CAD,limit,buy,1.34000000 / 1.34000000,2240,3046.317056,4.56947558,filled
760,11,T3N,2021-02-11 22:24:52.696111Z,HBAR-CAD,market,buy,8400.00000000 / 8400.00000000,0.17372104,1478.35161,2.21752741,filled
761,248,L6H,2021-02-11 22:14:54.951669Z,LINK-CAD,market,buy,4.50000000 / 4.50000000,34.98243074,159.4312011,0.2391468,filled
762,248,L6H,2021-02-11 22:12:57.964736Z,LINK-CAD,market,buy,40.00000000 / 40.00000000,34.92664589,1414.906342,2.12235951,filled
763,248,L6H,2021-02-11 22:09:47.219783Z,ALGO-CAD,market,buy,658.00000000 / 658.00000000,1.54379,1028.711791,1.54306768,filled
764,248,L6H,2021-02-11 22:01:07.582525Z,ADA-CAD,market,buy,2000.00000000 / 2000.00000000,1.17079,2373.481656,3.56022248,filled
765,134,m1w,2021-02-11 21:43:54.542479Z,ALGO-BTC,market,buy,500.00000000 / 500.00000000,0.00002495,0.012475,0.00001871,filled
766,17,V8W,2021-02-11 21:12:58.520014Z,HBAR-CAD,market,buy,1000.00000000 / 1000.00000000,0.16656269,168.6629382,0.2529944,filled
767,199,l6m,2021-02-11 21:00:43.323899Z,ADA-CAD,market,buy,50.00000000 / 50.00000000,1.18836,59.93323735,0,filled
768,9,L9T,2021-02-11 20:14:11.188446Z,HBAR-CAD,limit,buy,5850.00000000 / 5850.00000000,0.1687159,999.1282898,1.49869242,filled
769,215,V3K,2021-02-11 20:00:18.246136Z,VET-USDT,limit,buy,9600.00000000 / 9600.00000000,0.04165494,399.887424,0.59983113,filled
770,224,V3L,2021-02-11 19:31:20.426650Z,XLM-BTC,market,buy,3000.00000000 / 3000.00000000,0.00000977,0.02930999,0.00004396,filled
771,199,l6m,2021-02-11 19:30:13.771769Z,ETH-CAD,market,buy,0.05000000 / 0.05000000,2282.733,115.1080552,0,filled
772,224,V3L,2021-02-11 19:27:09.443742Z,BTC-CAD,market,buy,0.04850000 / 0.04850000,60791.731,2985.343998,4.47801599,filled
773,135,N6K,2021-02-11 19:13:44.796118Z,DGB-CAD,market,buy,25000.00000000 / 25000.00000000,0.06589,1667.73195,2.50159792,filled
774,134,m1w,2021-02-11 19:08:54.676791Z,DOGE-BTC,market,sell,5000.00000000 / 5000.00000000,0.00000142,0.0071,0.00001065,filled
775,84,L6S,2021-02-11 18:58:07.544062Z,TRX-CAD,market,buy,7950.00000000 / 7950.00000000,0.0622,500.5032687,0.7507549,filled
776,157,T3H,2021-02-11 18:23:06.116107Z,HBAR-CAD,limit,buy,1580.00000000 / 1580.00000000,0.163,259.7304806,0.38959572,filled
777,201,L5G,2021-02-11 18:16:32.891833Z,HBAR-CAD,market,buy,1200.00000000 / 1200.00000000,0.16264253,197.5858829,0.29637882,filled
778,7,H3p,2021-02-11 18:15:13.460408Z,ETH-CAD,limit,buy,1.39999000 / 1.39999000,2255.87,3198.017448,4.79702617,filled
779,167,T3J,2021-02-11 17:43:29.147234Z,HBAR-CAD,limit,buy,71.76734898 / 71.76734898,0.16,11.62847044,0.0174427,filled
780,118,T5T,2021-02-11 17:37:52.320290Z,BAT-CAD,market,buy,22.00000000 / 22.00000000,0.74075,16.49832333,0.02474748,filled
781,118,T5T,2021-02-11 17:36:35.217623Z,ADA-CAD,market,buy,150.00000000 / 150.00000000,1.22851,186.600245,0.27990036,filled
782,199,l6m,2021-02-11 17:08:41.314490Z,HBAR-CAD,market,buy,1000.00000000 / 1000.00000000,0.16267822,163.381978,0,filled
783,199,l6m,2021-02-11 17:05:49.898520Z,LTC-CAD,market,buy,0.50000000 / 0.50000000,237.323,119.6250276,0,filled
784,234,L7E,2021-02-11 16:59:43.240532Z,HBAR-CAD,market,buy,600.00000000 / 600.00000000,0.16373729,99.4114684,0.1491172,filled
785,7,H3p,2021-02-11 16:57:16.728523Z,ETH-CAD,limit,buy,1.32000000 / 1.32000000,2267.111,3028.198029,4.54229704,filled
786,54,V7a,2021-02-11 16:48:59.724341Z,ALGO-CAD,market,buy,24.00000000 / 24.00000000,1.61712,39.23901194,0.05885851,filled
787,54,V7a,2021-02-11 16:47:37.142661Z,ADA-CAD,market,buy,550.00000000 / 550.00000000,1.2284,683.5054232,1.02525813,filled
788,54,V7a,2021-02-11 16:46:52.059116Z,ADA-CAD,market,buy,64.00000000 / 64.00000000,1.22842,79.53517651,0.11930276,filled
789,7,H3p,2021-02-11 16:40:49.845443Z,DGB-CAD,limit,sell,50000.00000000 / 50000.00000000,0.06629,3275.317827,4.91297672,filled
790,211,L5N,2021-02-11 15:47:08.079972Z,HBAR-CAD,limit,buy,30.99999998 / 30.99999998,0.1655381,5.19072613,0.00778608,filled
791,174,N6M,2021-02-11 15:19:52.651326Z,HBAR-CAD,market,buy,70.00000000 / 70.00000000,0.1654665,11.7067794,0.01756016,filled
792,174,N6M,2021-02-11 15:19:23.376661Z,HBAR-CAD,market,buy,4700.00000000 / 4700.00000000,0.16546763,786.0938132,1.17914071,filled
793,62,M6S,2021-02-11 13:15:46.832788Z,HBAR-CAD,limit,buy,450.00000000 / 450.00000000,0.156,70.88601144,0.10632901,filled
794,249,M5A,2021-02-11 13:10:40.943202Z,LINK-CAD,limit,buy,6.00000000 / 6.00000000,30,179.9999999,0,filled
795,249,M5A,2021-02-11 13:08:14.234474Z,HBAR-CAD,limit,buy,47900.00000000 / 47900.00000000,0.159,7691.416541,11.5371248,filled
796,203,T2N,2021-02-11 13:03:42.245136Z,USDT-CAD,market,buy,950.00000000 / 950.00000000,1.27012,1219.081363,1.82862204,filled
797,203,T2N,2021-02-11 12:59:21.365222Z,USDT-CAD,market,buy,1000.00000000 / 1000.00000000,1.27035,1283.67453,1.92551179,filled
798,174,N6M,2021-02-11 12:56:22.162419Z,HBAR-CAD,market,buy,30.00000000 / 30.00000000,0.16312351,4.94577026,0.00741865,filled
799,21,M8W,2021-02-11 11:04:03.636277Z,HBAR-CAD,market,buy,65.00000000 / 65.00000000,0.16565747,10.88568936,0.01632853,filled
800,21,M8W,2021-02-11 11:02:27.794892Z,HBAR-CAD,market,buy,400.00000000 / 400.00000000,0.1656084,66.97423581,0.10046135,filled
801,21,M8W,2021-02-11 11:00:54.183652Z,HBAR-CAD,market,buy,9500.00000000 / 9500.00000000,0.16511559,1585.904822,2.37885723,filled
802,15,H1Z,2021-02-11 09:35:29.354784Z,HBAR-CAD,market,buy,24.99999990 / 24.99999990,0.15817711,3.98436163,0.00597654,filled
803,15,H1Z,2021-02-11 09:35:07.358880Z,HBAR-CAD,market,buy,100.00000000 / 100.00000000,0.15816607,15.99609965,0.02399414,filled
804,15,H1Z,2021-02-11 09:34:43.982865Z,HBAR-CAD,market,buy,500.00000000 / 500.00000000,0.15792053,79.856339,0.1197845,filled
805,15,H1Z,2021-02-11 09:34:22.106654Z,HBAR-CAD,market,buy,12500.00000000 / 12500.00000000,0.15786534,1995.866355,2.99379953,filled
806,21,M8W,2021-02-11 05:56:56.904951Z,HBAR-CAD,market,buy,30000.00000000 / 30000.00000000,0.14254934,4327.034125,6.49055118,filled
807,237,V3N,2021-02-11 04:57:41.892975Z,ADA-CAD,market,buy,190.00000000 / 190.00000000,1.12805,216.931113,0.32539666,filled
808,199,l6m,2021-02-11 03:49:29.481224Z,ADA-CAD,market,buy,112.00000000 / 112.00000000,1.16012,131.0609409,0,filled
809,199,l6m,2021-02-11 03:05:25.849583Z,ADA-CAD,market,buy,110.00000000 / 110.00000000,1.13457,125.9131749,0,filled
810,118,T5T,2021-02-11 02:20:46.891553Z,ADA-CAD,market,buy,88.00000000 / 88.00000000,1.12297,100.122528,0.15018379,filled
811,146,l7l,2021-02-11 01:13:29.086131Z,ADA-CAD,market,buy,440.00000000 / 440.00000000,1.14307,507.7494576,0,filled
812,146,l7l,2021-02-11 01:12:26.567593Z,HBAR-CAD,market,sell,3900.00000000 / 3900.00000000,0.13161754,510.0317518,0,filled
813,116,V9C,2021-02-11 01:00:24.620866Z,HBAR-CAD,limit,buy,20000.00000000 / 20000.00000000,0.1338358,2712.366041,4.06854906,filled
814,215,V3K,2021-02-11 00:59:01.546702Z,LTC-CAD,limit,buy,1.50000000 / 1.50000000,224,340.4998905,0.51074983,filled
815,215,V3K,2021-02-11 00:52:30.686669Z,LTC-CAD,limit,buy,1.00000000 / 1.00000000,224.5,227.4888792,0.34123331,filled
816,215,V3K,2021-02-11 00:52:00.183565Z,LTC-CAD,limit,buy,0.50000000 / 0.50000000,225,114.0066081,0.17100991,filled
817,215,V3K,2021-02-11 00:48:04.710494Z,LTC-CAD,limit,buy,0.50000000 / 0.50000000,225,113.9977422,0.17099661,filled
818,202,L6M,2021-02-11 00:43:28.500068Z,ADA-CAD,market,buy,1000.00000000 / 1000.00000000,1.16823,1179.010002,0,filled
819,134,m1w,2021-02-11 00:26:22.800797Z,ADA-USDT,market,buy,300.00000000 / 300.00000000,0.92720252,278.160756,0.41724113,filled
820,134,m1w,2021-02-11 00:20:31.370485Z,TRX-USDT,market,sell,6000.00000000 / 6000.00000000,0.04554278,273.25674,0.40988511,filled
821,17,V8W,2021-02-10 23:35:26.112453Z,HBAR-CAD,market,buy,20000.00000000 / 20000.00000000,0.13878852,2810.552302,4.21582845,filled
822,81,M9C,2021-02-10 21:59:42.419171Z,BTC-CAD,limit,buy,0.14977545 / 0.14977545,57150,8668.354985,13.00253246,filled
823,158,L5G,2021-02-10 21:44:12.753288Z,HBAR-CAD,market,buy,30.00000000 / 30.00000000,0.13580385,4.12580873,0.00618871,filled
824,158,L5G,2021-02-10 21:43:31.344080Z,HBAR-CAD,market,buy,15.00000000 / 15.00000000,0.13585717,2.0640355,0.00309605,filled
